# {"num_procs": [1, 2, 3, 5], "batch_size": 5, "max_evals": 15}
# CONC	ELAPSED
3	0.27831697464
3	0.272200107574
2	0.316227912903
3	0.261528968811
2	0.374176979065
3	0.311675071716
5	0.319256782532
2	0.510166168213
5	0.388025045395
2	0.520631074905
2	0.52644109726
5	0.386423826218
5	0.353493928909
5	0.389676809311
3	0.428261995316
# best: 3 ({'concurrency': 2})
