# {"num_procs": [1, 2, 3, 5, 8, 13, 20], "batch_size": 20, "max_evals": 15}
# CONC	ELAPSED
20	3.09179711342	0.154589855671
20	2.64018702507	0.132009351254
13	3.23379302025	0.24875330925
20	3.7208840847	0.186044204235
2	3.78442001343	1.89221000671
3	3.40753102303	1.13584367434
1	7.19000411034	7.19000411034
2	5.4594938755	2.72974693775
5	5.71588087082	1.14317617416
2	5.09044909477	2.54522454739
2	4.88272500038	2.44136250019
5	4.89307904243	0.978615808487
5	4.09071397781	0.818142795563
2	3.91725206375	1.95862603188
20	6.013422966	0.3006711483
# best: 20 ({'concurrency': 6})
